PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
14977,14977,0,16,16,24790266.2,28805662.5,9968009,29074446,7416777.5,28226.8,35185.0,3900,39930,13822.2,24728651.2,28738201.5,9927245,29007361,7403428.4,33388.2,33407.5,32992,33825,280.6,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_nn
14977,14977,0,96,94,22770578.2,28316288.0,282857,29085424,9666066.9,12866.6,4430.0,3700,190809,22304.0,22974296.1,28020927.5,40848,28859585,9179309.3,262121.4,293233.0,196865,296290,46168.7,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_nn_align8>(T1::Params)
14977,14977,0,88,88,22641872.8,28074861.0,110464,29191708,9841451.6,15420.2,7915.0,3910,39290,12877.2,22415999.8,27879410.0,529,28999243,9829327.1,210452.8,160144.0,99552,344097,104038.7,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
14977,14977,0,192,192,22090925.9,28009206.0,575331,28280125,9541923.5,6014.8,3975.0,3480,375399,26802.5,21733878.4,27653658.0,868,27925921,9546015.5,351032.7,350385.5,349730,379650,3618.2,cudaLaunchKernel,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
14977,14977,0,72,72,21986191.0,27634214.0,9109,27924454,9321181.9,4367.8,4295.0,3230,6970,700.3,21977987.7,27626101.0,827,27916670,9321294.2,3835.5,3455.5,3200,4928,703.5,cuLaunchKernel,void cutlass::Kernel2<cutlass_75_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nn_align1>(T1::Params)
14977,14977,0,48,48,21754623.2,28756036.0,12202,29088649,10825576.2,23337.0,28559.5,3830,43670,15469.3,21724245.5,28708263.5,840,29051765,10813390.2,7040.8,6912.0,5024,9216,1911.1,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_nn_align8>(T1::Params)
14977,14977,0,4416,4324,4033097.0,10518.5,8002,27969682,9387053.4,4173.9,3940.0,3060,183010,2893.9,4110857.3,2548.0,23,27959452,9467475.5,3726.5,3520.0,3391,5792,560.0,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
14977,14977,0,1934,1882,2662481.6,7259.0,5433,28186544,7799025.2,3225.5,3090.0,2360,27490,1123.1,2731021.3,2604.5,54,28174686,7892489.7,1683.3,1344.0,1279,7744,1045.1,cuLaunchKernel,copy2d_bf16
14977,14977,0,75,74,1892963.5,1890135.0,1805521,1944089,23916.4,4466.7,4200.0,3760,10910,1101.7,91463.4,87931.0,20362,138379,21448.2,1798260.7,1798187.0,1793930,1804106,2770.0,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_nn_align8>(T1::Params)
14977,14977,0,204,201,1690378.0,1939679.5,108560,29606989,2157942.7,3635.6,3455.0,3080,8360,764.9,1604159.4,1829854.0,1392,29486498,2164514.1,106196.1,106145.0,103361,116481,1406.8,cuLaunchKernel,fast_argmax_f32
14977,14977,0,21245,20705,1487935.7,7799.0,5963,97513784,5984641.2,4519.9,2990.0,2540,267079,17175.3,1503319.5,1808.0,0,28917887,6015057.6,18322.5,2880.0,1888,97457036,670590.5,cuLaunchKernel,ucopy_bf16
14977,14977,0,3308,3307,453765.8,117010.5,8924,29062961,2894454.5,7530.2,3570.0,2970,7667875,134681.2,444073.1,111313.0,2149,29008463,2877259.6,2296.8,1953.0,1375,3232,659.4,cudaLaunchKernel,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
14977,14977,0,3648,3646,420290.5,143716.5,5827,28451019,2702816.1,3100.9,2860.0,2340,275519,4605.4,415539.9,139326.5,1320,28398857,2700744.3,1878.1,1600.0,1375,55040,4312.9,cuLaunchKernel,copy2d_f32
14977,14977,0,784,783,368513.8,134994.5,63196,28202260,2489419.1,4157.2,3970.0,3640,28410,1144.8,334490.1,101023.0,30536,28135045,2487895.4,30294.5,30944.0,28064,63489,3676.9,cudaLaunchKernel,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
14977,14977,0,9105,9042,304805.3,46352.0,7325,29000641,2509714.5,3392.3,3210.0,2740,49210,1389.5,298280.4,42890.5,17,28942357,2514243.1,5201.2,1888.0,1343,59041,7485.3,cuLaunchKernel,bmul_bf16
14977,14977,0,8246,8167,302871.1,10511.5,8195,29174504,2514856.4,3965.6,3650.0,2890,993817,10930.5,299039.3,3403.0,17,29154206,2525773.7,2740.0,1984.0,1760,16640,1698.8,cuLaunchKernel,badd_bf16
14977,14977,0,8463,8385,301874.0,80123.0,6189,29152502,2406751.8,4926.4,3830.0,2970,331759,15710.4,294334.6,74375.0,12,28896509,2406661.5,5336.2,6144.0,1631,22273,1902.6,cudaLaunchKernel,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
14977,14977,0,1824,1755,299711.4,11168.5,10772,27794322,2714975.9,3931.0,3770.0,3410,26890,951.3,301150.2,1375.0,43,27781793,2766960.3,6063.2,6016.0,5888,8769,309.6,cudaLaunchKernel,"void <unnamed>::gdn_chunk_scan_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
14977,14977,0,75,71,296402.6,9194.0,8830,1472450,473678.4,5576.7,4810.0,4470,31750,3306.6,305169.6,2431.0,755,1438716,480830.7,1977.2,1984.0,1951,2112,24.8,cudaLaunchKernel,"void gemvNSP_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)1, (int)32, (int)4, (int)1024, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T10)"
14977,14977,0,1824,1742,296374.9,7483.0,6897,27825858,2718115.9,4373.6,4220.0,3730,19250,812.4,303539.7,1098.0,30,27818804,2780587.6,2168.1,2176.0,2111,2529,42.5,cudaLaunchKernel,"void <unnamed>::gdn_chunk_prep_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
14977,14977,0,17330,17115,294811.7,7961.0,5289,29519192,2464519.1,3613.6,3140.0,2520,331119,9656.3,292725.2,2978.0,2,29510674,2474540.5,2112.5,1377.0,1152,58848,3012.8,cuLaunchKernel,cast_bf16_f32
14977,14977,0,16070,15881,294792.1,8074.0,5288,28688622,2545347.8,3323.7,3120.0,2530,369449,3784.7,292882.9,3093.0,20,28591618,2556056.9,2036.4,1408.0,1215,75488,5698.5,cuLaunchKernel,badd_f32
14977,14977,0,75,69,287135.1,7441.0,7006,1415932,462324.5,3863.5,3590.0,3180,6600,823.3,305728.7,1669.0,1312,1410182,474456.1,2078.7,2080.0,2047,2176,20.0,cuLaunchKernel,fast_max_bf16
14977,14977,0,75,72,285126.1,7943.0,7429,1407578,458659.7,3616.4,3380.0,3040,8270,901.3,291681.7,2950.5,579,1402542,464726.4,1496.7,1473.0,1439,1568,41.6,cuLaunchKernel,bsub_bf16
14977,14977,0,27925,27449,282909.2,8306.0,6722,28654296,2503217.9,3395.6,3190.0,2720,57190,1631.3,281020.4,2922.0,4,28509323,2518558.3,3293.8,2945.0,1343,110432,7346.5,cuLaunchKernel,bmul_f32
14977,14977,0,75,72,280707.0,7110.0,6773,1395308,453387.1,3386.7,3250.0,2910,6120,554.4,286746.1,1710.0,1147,1390258,459361.7,2073.7,2080.0,2016,2176,23.5,cuLaunchKernel,fast_sum_bf16
14977,14977,0,6422,6417,280080.0,66431.5,6665,28528390,2415339.7,3452.9,3250.0,2800,115130,1587.1,274927.7,61318.0,58,28477538,2413859.1,1913.9,1760.0,1311,47488,3300.6,cuLaunchKernel,uneg_bf16
14977,14977,0,75,73,279319.9,8006.0,7565,1388444,449725.2,3936.6,3470.0,3150,18000,1920.0,281355.8,2908.0,220,1383488,453680.3,1558.7,1568.0,1473,1600,31.4,cuLaunchKernel,bdiv_bf16
14977,14977,0,6497,6395,276795.6,61543.0,5483,28570818,2404100.3,3176.5,2930.0,2570,123950,2273.4,276168.3,56942.0,9,28518560,2419652.5,1794.8,1473.0,1280,49120,3406.8,cuLaunchKernel,uexp_bf16
14977,14977,0,1718,1718,274611.5,7893.0,7053,28124912,2405760.3,3516.7,3240.0,2850,51140,2678.4,269617.6,3140.0,28,28072634,2403845.7,1477.2,1536.0,1248,3712,226.9,cuLaunchKernel,bsub_f32
14977,14977,0,6497,6388,274052.5,56463.0,5598,28612193,2405681.3,3311.1,2990.0,2640,184440,2797.1,273728.5,51796.5,35,28561534,2422543.2,1614.9,1376.0,1280,47520,3304.7,cuLaunchKernel,affine_bf16
14977,14977,0,75,71,270956.6,8594.0,8176,1359948,436628.2,5036.5,4540.0,4250,12700,1419.3,279319.9,2480.0,77,1353770,444447.9,1542.0,1536.0,1503,1600,17.2,cudaLaunchKernel,"void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float, (int)0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)"
14977,14977,0,6422,6416,270194.3,48975.0,6818,28653263,2420387.5,3337.6,3070.0,2670,204120,2700.4,265430.9,44176.5,124,28600059,2418890.5,1674.2,1408.0,1311,49920,3486.4,cuLaunchKernel,urecip_bf16
14977,14977,0,6528,6415,249273.8,7322.0,5533,28589968,2498561.0,3383.6,3050.0,2640,75070,3336.9,248507.7,2870.0,63,28460988,2515942.2,1692.8,1408.0,1311,55424,3632.0,cuLaunchKernel,urecip_f32
14977,14977,0,1656,1625,247469.4,97590.5,80704,29570854,868331.2,4085.7,3900.0,3360,39890,1269.0,66407.8,18015.0,32,27751484,707551.5,178246.7,75968.0,74880,1810410,408137.8,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
14977,14977,0,8880,8639,242225.1,6337.0,5466,28590780,2462961.0,3250.5,3030.0,2590,184069,3195.5,243985.8,1806.0,2,28533095,2494829.0,1626.2,1440.0,1247,54912,3090.5,cuLaunchKernel,uexp_f32
14977,14977,0,11232,11029,239352.1,7164.0,5378,28600974,2445922.1,3318.7,3050.0,2620,93589,2307.4,238880.1,2806.0,15,28486219,2465539.5,1479.2,1248.0,1183,53856,2707.3,cuLaunchKernel,uneg_f32
14977,14977,0,18288,18015,237707.8,7264.0,5378,28638386,2431682.0,3422.4,3110.0,2610,871847,7061.6,236376.3,2865.0,3,28485584,2447275.0,1446.5,1312.0,1184,54560,2352.7,cuLaunchKernel,affine_f32
14977,14977,0,7056,6948,236132.4,7438.0,5649,28362519,2399568.3,3534.8,3180.0,2650,65250,3384.2,234534.7,2859.0,19,28290617,2413016.0,1661.3,1408.0,1280,28512,2681.7,cuLaunchKernel,usqr_f32
14977,14977,0,7056,6762,235300.9,7468.0,6726,28285199,2398498.4,3624.1,3290.0,2810,61910,2717.3,238795.2,1709.5,16,28237263,2444270.3,2857.8,2432.0,2336,44416,4199.6,cuLaunchKernel,fast_sum_f32
14977,14977,0,4704,4531,233972.7,8568.0,7635,28279940,2400898.3,3565.7,3350.0,2860,28340,942.6,234923.9,1660.0,61,28205672,2439837.6,4147.2,3520.0,3168,68928,6534.1,cuLaunchKernel,bdiv_f32
14977,14977,0,20754,20146,233277.8,7833.0,6618,28661134,2321435.6,3472.8,3010.0,2530,256299,5340.5,233563.2,1754.0,1,28560574,2349414.6,3101.1,2592.0,2208,75392,4412.0,cuLaunchKernel,ucopy_f32
14977,14977,0,7056,7042,232928.5,7378.0,6731,28246028,2395130.3,3444.0,3110.0,2760,283959,4018.0,228624.3,2924.0,12,28240734,2396353.2,1315.2,1312.0,1247,1920,48.9,cuLaunchKernel,usqrt_f32
14977,14977,0,15830,15677,232213.6,7393.0,5421,28212124,2389390.8,3286.9,3140.0,2600,54670,831.1,228830.9,2858.0,0,28185606,2399301.9,2312.1,1344.0,1183,60576,2705.6,cuLaunchKernel,cast_f32_bf16
14977,14977,0,2352,2347,226750.6,7277.0,6796,27920052,2378197.1,3169.3,3020.0,2710,32780,832.1,222709.9,2905.0,8,27915274,2380668.5,1346.2,1344.0,1311,1600,27.5,cuLaunchKernel,ulog_f32
14977,14977,0,4704,4503,226202.0,6213.5,5332,28014155,2383738.9,3362.3,3070.0,2540,64720,2022.3,231355.7,1704.0,2,27988161,2434392.2,1398.2,1471.0,1215,1824,139.9,cuLaunchKernel,bmaximum_f32
14977,14977,0,173,162,195059.4,9211.0,8003,2931799,499694.1,22171.5,5130.0,4050,2909780,220823.2,181712.1,1425.5,451,1774218,466873.9,2814.7,2656.0,2368,26400,1813.2,cuLaunchKernel,is_u32_bf16
14977,14977,0,3600,3599,177380.3,179754.0,27178,358836,24062.8,3797.7,3620.0,2990,190270,3210.2,152707.3,155074.0,533,333500,24260.1,20918.2,20928.0,20352,22688,286.7,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_nn_align8>(T1::Params)
14977,14977,0,1800,1800,170125.5,172375.5,41868,356606,22746.9,3822.3,3610.0,3190,15250,784.6,132699.2,134919.0,188,319536,22929.7,33604.0,33600.0,32960,34528,213.6,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_nn
14977,14977,0,173,171,166801.1,7754.0,7346,1723856,429201.6,3749.4,3460.0,3100,10230,978.8,163513.2,2829.0,81,1719316,431356.5,1429.4,1440.0,1407,1632,24.2,cuLaunchKernel,ucos_f32
14977,14977,0,173,163,164691.9,6191.0,5861,1718802,427895.8,3290.9,3030.0,2670,8970,905.5,169829.9,1683.0,146,1714582,439075.2,1435.7,1440.0,1376,1632,28.5,cuLaunchKernel,usin_f32
14977,14977,0,2400,2393,150931.4,152554.0,69614,337199,19696.8,4351.3,4055.0,3470,26870,1096.6,82575.0,84112.0,915,269105,20020.9,64251.3,64096.0,63776,69408,800.7,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2f_stages_64x3_nn
14977,14977,0,3335,3311,148019.8,132825.0,15817,1797685,200455.7,4243.7,4030.0,3170,24320,900.5,112414.4,89035.0,883,1783043,203089.9,32178.6,11616.0,10240,72321,24577.6,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
14977,14977,0,1056,1056,140666.9,143228.5,8827,256448,25331.6,3801.4,3590.0,3160,27550,1324.4,133734.9,135949.0,672,245022,25263.0,3130.6,3072.0,2656,3712,418.9,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_bf16_16x16_128x1_nn_align8>(T1::Params)
14977,14977,0,1056,1055,138885.7,141302.0,7751,250840,25261.4,3499.5,3270.0,2940,55819,1983.7,133730.4,136148.0,2293,244376,25158.7,1783.4,1776.0,1567,2144,202.6,cudaLaunchKernel,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
14977,14977,0,7979,7889,113898.4,99122.0,68057,1804959,72954.1,4196.8,4030.0,3490,30140,826.4,39558.3,24873.0,84,1737775,73485.7,70603.2,70368.0,62464,74688,2996.0,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
14977,14977,0,528,527,113848.6,116761.5,6801,183829,24165.8,4006.6,3650.0,3280,102140,4356.3,108325.3,111254.0,314,178565,24431.4,1724.1,1696.0,1600,1952,69.4,cudaLaunchKernel,"void <unnamed>::kiln_conv1d_update_k4_kernel<(bool)1>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *, float *, int, int)"
14977,14977,0,2928,2892,78472.7,45331.5,43393,282341,47674.4,4906.8,4680.0,3330,245399,4661.6,37649.1,2555.5,9,189660,49565.5,36384.6,37376.0,33504,38400,1520.4,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
14977,14977,0,528,504,20913.5,20713.0,19844,86571,2904.8,4562.2,4325.0,3620,70840,2973.4,1261.2,1256.0,716,1651,130.8,15195.3,15200.0,14688,15360,60.4,cudaLaunchKernel,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
14977,14977,0,1800,1766,10956.0,10895.5,10398,31369,676.1,4391.4,4220.0,3830,24910,949.8,2672.2,2698.5,9,4363,407.7,3951.5,3937.0,3840,4256,34.4,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nn_align2>(T1::Params)
14977,14977,0,3600,3424,8266.5,8195.5,7353,202856,4499.8,3743.9,3540.0,3090,198100,3310.2,1625.1,1566.0,80,186775,3167.7,3021.4,3072.0,2783,3456,212.4,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align2>(T1::Params)
